MICS_CO,MICS_NH,MICS_NO,BME_RAW_ADC,BME_REAL_ADC,SCD_CO2,SCD_TEMP,SCD_HUM,MQ5_VOLTAGE_MV,MQ5_GAS_DETECTED,label
2685,37,48,219500,325000,6353,60,42,1875,1,K_fire
2742,36,50,219500,325000,6367,60,42,1849,1,K_fire
2737,35,48,219500,325000,6500,60,43,1883,1,K_fire
2708,37,48,219500,325000,6343,59,43,1861,1,K_fire
2719,36,49,219500,325000,6343,59,43,1846,1,K_fire
2748,36,50,219500,325000,6473,60,43,1888,1,K_fire
89,23,30,201802,251000,469,25,39,824,0,B_fire
97,22,31,201775,251077,451,26,39,807,0,B_fire
62,21,29,201593,251000,483,25,41,805,0,B_fire
55,22,30,201762,251000,483,25,40,805,0,B_fire
85,22,31,201720,251128,454,26,41,824,0,B_fire
55,23,29,201430,251037,489,26,39,826,0,B_fire
106,23,29,201514,251066,498,25,41,818,0,B_fire
100,22,31,201934,251590,539,25,40,836,0,B_fire
129,22,31,201865,252572,549,26,40,828,0,B_fire
152,22,31,202083,253095,632,26,40,843,0,B_fire
183,22,30,202057,254242,681,27,39,858,0,B_fire
175,23,30,202160,254854,729,28,42,850,0,B_fire
196,25,31,202419,256090,810,28,40,860,0,B_fire
242,25,32,203028,257149,900,27,42,878,0,B_fire
264,24,32,202885,257711,966,27,41,872,0,B_fire
294,25,31,203526,259557,1055,30,40,902,0,B_fire
382,26,34,203760,260546,1189,31,40,910,0,B_fire
395,25,32,203953,262647,1321,30,41,960,0,B_fire
446,27,33,204127,263597,1411,32,43,948,0,B_fire
497,26,34,204874,265593,1538,32,43,966,0,B_fire
564,29,34,204867,266960,1660,33,43,990,0,B_fire
652,28,35,205655,269158,1778,32,43,1021,0,B_fire
692,28,35,205597,270500,1847,35,42,1052,0,B_fire
712,30,35,205930,271467,1976,34,42,1069,0,B_fire
778,31,37,206350,274317,2144,37,43,1080,0,B_fire
832,32,36,206967,275745,2240,38,45,1094,0,B_fire
876,31,39,207055,277411,2372,37,45,1134,0,B_fire
981,31,39,207340,279237,2477,39,45,1131,0,B_fire
1011,33,40,208023,281088,2641,38,43,1166,1,B_fire
1126,33,40,208684,283821,2846,39,44,1202,1,B_fire
1165,35,40,208904,285330,2959,40,44,1230,1,B_fire
1216,34,40,209140,287422,3100,42,44,1232,1,B_fire
1279,35,40,209199,287792,3154,43,46,1252,1,B_fire
1335,37,40,210162,291365,3391,42,45,1277,1,B_fire
1393,36,41,210149,292466,3474,45,46,1308,1,B_fire
1461,38,42,210784,294367,3597,45,45,1297,1,B_fire
1503,37,42,210797,295408,3692,45,47,1326,1,B_fire
1518,39,43,211281,296269,3761,47,46,1335,1,B_fire
1515,38,43,211126,296791,3790,46,47,1362,1,B_fire
1605,40,43,212041,299201,3983,49,46,1374,1,B_fire
1614,41,45,211941,299450,3991,47,48,1392,1,B_fire
1719,39,46,212803,302991,4252,48,46,1425,1,B_fire
1701,42,46,212700,302412,4240,48,48,1425,1,B_fire
1768,41,46,212720,304136,4312,49,48,1442,1,B_fire
1741,41,45,212923,303334,4318,51,47,1418,1,B_fire
1787,42,46,213223,305257,4408,51,47,1442,1,B_fire
1798,42,45,213058,305367,4465,51,48,1442,1,B_fire
1760,43,46,213120,305596,4409,50,47,1455,1,B_fire
1759,41,46,212959,305309,4399,50,49,1442,1,B_fire
1723,43,47,212892,304718,4374,51,47,1454,1,B_fire
83,22,32,201419,251619,451,25,41,808,0,K_fire
81,23,31,201586,251446,481,25,41,819,0,K_fire
87,22,30,201546,251548,469,26,39,805,0,K_fire
92,23,30,201600,251284,460,25,40,809,0,K_fire
112,21,31,201754,251205,474,25,40,818,0,K_fire
118,22,32,201510,251514,500,25,40,805,0,K_fire
76,21,32,201874,251280,505,26,41,835,0,K_fire
108,23,31,202095,252313,525,25,39,841,0,K_fire
158,22,31,202068,252661,560,25,41,845,0,K_fire
187,24,31,202369,253318,658,26,41,854,0,K_fire
217,23,33,202238,254121,706,26,41,857,0,K_fire
252,22,33,202847,255498,820,28,39,868,0,K_fire
254,24,32,202790,256552,898,28,40,900,0,K_fire
316,23,34,203477,257752,978,29,40,911,0,K_fire
373,24,33,203521,259526,1125,31,40,923,0,K_fire
370,24,34,204054,260873,1214,29,40,955,0,K_fire
456,25,33,204329,262714,1368,31,42,973,0,K_fire
494,24,35,205048,263965,1461,31,40,996,0,K_fire
599,24,34,205247,265878,1636,33,40,1027,0,K_fire
667,25,37,205576,268082,1752,34,40,1048,0,K_fire
724,25,36,206148,270122,1989,36,41,1075,0,K_fire
742,26,36,206928,271925,2072,36,42,1094,0,K_fire
825,26,38,207106,273769,2234,37,41,1116,0,K_fire
921,29,38,207645,275186,2374,38,40,1139,0,K_fire
980,27,40,207986,277460,2554,41,40,1189,0,K_fire
1112,29,39,208626,280658,2745,42,42,1233,1,K_fire
1200,29,40,209409,283378,2961,42,41,1274,1,K_fire
1180,29,42,209458,283348,2996,43,41,1291,1,K_fire
1310,29,42,210438,286538,3242,46,42,1324,1,K_fire
1443,31,42,210920,289531,3495,46,43,1350,1,K_fire
1410,30,42,211222,289922,3523,48,41,1338,1,K_fire
1530,32,44,211912,293551,3782,48,41,1389,1,K_fire
1616,31,45,212655,294744,3914,50,42,1433,1,K_fire
1662,33,46,212918,295958,3962,52,42,1425,1,K_fire
1722,33,45,213039,298512,4152,52,42,1474,1,K_fire
1848,34,46,214339,301838,4410,52,42,1519,1,K_fire
1900,33,46,214661,302761,4538,54,43,1552,1,K_fire
1955,33,48,214881,303831,4627,55,43,1541,1,K_fire
1994,34,46,215413,306641,4784,57,44,1583,1,K_fire
2047,35,49,215331,307087,4810,55,43,1573,1,K_fire
2083,35,48,215478,307648,4900,57,44,1623,1,K_fire
2167,36,47,216531,310977,5149,57,43,1641,1,K_fire
2208,37,49,216746,312460,5258,58,43,1656,1,K_fire
2248,37,50,217383,314350,5401,59,44,1705,1,K_fire
2235,35,48,217099,313598,5345,59,42,1665,1,K_fire
2174,37,50,216900,313582,5339,59,42,1691,1,K_fire
2276,38,50,217607,314964,5501,60,42,1690,1,K_fire
2312,36,50,217799,316632,5563,60,44,1741,1,K_fire
2180,36,50,217314,314469,5412,60,43,1693,1,K_fire
2241,37,49,217382,315857,5540,60,42,1717,1,K_fire
84,23,29,201342,251000,476,26,40,807,0,A_fire
69,22,29,201482,251011,468,25,41,830,0,A_fire
59,21,31,201465,251000,467,26,41,805,0,A_fire
55,22,29,201356,251000,456,25,39,817,0,A_fire
55,23,29,201510,251462,450,25,41,827,0,A_fire
75,23,29,201404,251000,484,25,40,834,0,A_fire
109,21,30,201440,251788,479,25,41,814,0,A_fire
98,21,29,201761,252430,542,26,39,831,0,A_fire
112,21,31,201571,252492,572,25,41,818,0,A_fire
132,22,30,202094,253152,632,25,39,856,0,A_fire
143,22,31,202307,254361,734,27,40,849,0,A_fire
185,24,32,202489,255223,831,26,40,883,0,A_fire
230,22,32,202784,256762,891,29,39,885,0,A_fire
305,24,31,202682,257846,1013,29,41,903,0,A_fire
380,24,32,203251,259465,1143,29,41,921,0,A_fire
381,25,32,203438,261023,1274,30,41,923,0,A_fire
507,23,34,203882,262283,1388,31,42,955,0,A_fire
506,24,34,204039,264339,1515,33,40,969,0,A_fire
602,24,34,204467,266229,1677,33,42,986,0,A_fire
687,25,34,204879,268272,1836,35,42,1014,0,A_fire
796,27,36,205573,270389,2068,34,42,1050,0,A_fire
794,27,36,205580,272080,2154,36,41,1072,0,A_fire
933,28,36,206177,274229,2366,37,41,1087,0,A_fire
998,28,37,206653,275998,2508,38,43,1096,0,A_fire
1104,29,36,207144,278825,2720,38,42,1142,0,A_fire
1217,27,39,207517,281280,2907,39,42,1162,0,A_fire
1223,29,37,207877,282390,2999,42,42,1192,0,A_fire
1296,30,38,208083,284565,3168,42,41,1189,0,A_fire
1410,29,40,208811,286602,3343,44,42,1224,1,A_fire
1506,31,41,209509,289088,3569,44,43,1271,1,A_fire
1620,32,41,209967,292399,3789,46,43,1280,1,A_fire
1668,30,41,209996,293408,3881,46,44,1324,1,A_fire
1726,31,41,210441,294580,4001,46,43,1325,1,A_fire
1783,33,42,210749,296726,4158,48,43,1361,1,A_fire
1902,33,43,211646,299659,4390,49,43,1374,1,A_fire
1954,34,44,211877,300757,4501,51,42,1383,1,A_fire
1993,33,44,211878,302107,4657,52,42,1410,1,A_fire
2100,33,45,212368,303892,4758,52,42,1436,1,A_fire
2247,34,43,213071,307934,5075,54,43,1497,1,A_fire
2249,33,45,213422,308331,5146,54,43,1504,1,A_fire
2257,35,44,213225,308258,5110,56,44,1473,1,A_fire
2342,36,46,213813,311176,5370,55,43,1515,1,A_fire
2396,34,45,214241,312227,5458,57,43,1522,1,A_fire
2417,34,45,214561,314701,5599,55,45,1571,1,A_fire
2412,36,46,214456,314456,5596,57,43,1550,1,A_fire
2441,35,46,214817,315363,5734,57,44,1587,1,A_fire
2445,37,46,214759,315414,5716,59,43,1564,1,A_fire
2504,37,46,215396,317895,5870,58,44,1606,1,A_fire
2475,36,48,215142,317180,5821,59,44,1588,1,A_fire
2441,36,48,214727,315728,5698,57,43,1556,1,A_fire
55,24,30,202109,251220,461,25,42,819,0,normal
55,23,29,202077,251237,460,25,42,816,0,normal
56,24,29,202032,251130,464,25,42,825,0,normal
53,24,31,201877,251157,464,25,41,824,0,normal
53,24,29,201886,251108,460,25,41,813,0,normal
57,22,29,201922,251145,456,25,42,815,0,normal
53,23,30,201955,251202,462,25,41,824,0,normal
53,22,29,201876,251120,456,25,41,811,0,normal
56,22,30,201864,251046,455,25,41,819,0,normal
56,23,30,201909,251176,462,25,40,819,0,normal
51,22,29,201764,251242,463,25,40,818,0,normal
55,22,31,201835,251036,454,25,40,812,0,normal
53,22,30,201704,251045,455,26,40,815,0,normal
53,22,30,201629,251032,449,25,40,815,0,normal
54,22,30,201701,251031,456,25,40,815,0,normal
54,23,31,201513,251160,447,25,41,812,0,normal
51,23,30,201641,251073,450,25,41,803,0,normal
49,22,30,201621,251057,456,25,40,802,0,normal
49,23,30,201637,250950,452,25,40,808,0,normal
50,22,31,201522,251126,448,25,40,807,0,normal
52,21,32,201582,250994,447,26,40,811,0,normal
51,21,31,201430,251022,449,26,40,810,0,normal
49,22,31,201382,251129,445,27,40,803,0,normal
50,22,32,201455,250934,444,26,41,808,0,normal
48,21,31,201481,250916,448,27,40,809,0,normal
48,23,32,201428,250999,443,26,40,805,0,normal
51,22,30,201332,250866,440,27,40,803,0,normal
47,23,32,201175,251087,443,27,41,797,0,normal
48,22,30,201347,251001,446,26,41,796,0,normal
49,23,30,201201,250889,435,26,41,799,0,normal
50,22,30,201147,251073,446,26,41,795,0,normal
50,22,32,201135,250847,441,26,40,801,0,normal
48,20,32,201130,250855,435,26,40,797,0,normal
49,22,32,201270,250938,435,26,39,797,0,normal
46,20,31,201065,250987,444,27,39,802,0,normal
47,20,31,201104,250885,444,26,39,798,0,normal
49,20,31,201215,250877,437,26,39,802,0,normal
48,20,31,201100,250884,442,26,39,791,0,normal
47,20,31,201139,250984,436,26,40,792,0,normal
50,20,31,201129,250999,432,26,39,801,0,normal
45,20,32,201160,251046,431,26,39,795,0,normal
46,22,32,201102,250938,432,27,40,790,0,normal
46,22,31,201114,250991,435,26,39,793,0,normal
47,21,30,200942,251081,441,27,39,799,0,normal
46,21,30,200930,251038,434,27,40,790,0,normal
46,20,32,200931,250881,439,26,39,792,0,normal
46,20,31,200960,251040,434,26,40,797,0,normal
46,20,32,200860,251088,435,26,39,796,0,normal
49,22,30,200919,251094,437,26,40,794,0,normal
49,20,31,201002,250919,437,26,40,799,0,normal
102,22,31,201759,251000,481,26,41,811,0,C_fire
55,22,31,201799,251000,474,25,39,805,0,C_fire
105,21,31,201876,251632,474,25,40,838,0,C_fire
77,21,30,201487,251215,499,26,40,805,0,C_fire
55,23,29,201844,251053,469,25,41,820,0,C_fire
61,22,30,201729,251205,501,26,39,829,0,C_fire
86,21,29,201615,251746,524,26,41,816,0,C_fire
117,23,29,201814,251804,526,26,41,837,0,C_fire
111,21,29,201947,252987,564,27,39,852,0,C_fire
120,22,32,202174,253125,660,26,41,840,0,C_fire
181,22,31,202372,254527,693,26,39,858,0,C_fire
232,24,31,202466,254985,760,26,41,870,0,C_fire
225,24,30,203050,255947,856,27,41,886,0,C_fire
292,24,33,203136,257899,943,29,42,917,0,C_fire
348,24,33,203721,259089,1059,28,41,925,0,C_fire
393,25,33,203968,259826,1187,29,42,955,0,C_fire
465,25,32,204599,261885,1334,29,40,976,0,C_fire
474,24,32,204733,263527,1426,32,41,994,0,C_fire
526,25,34,205030,265400,1591,31,40,1030,0,C_fire
560,27,34,205599,266660,1646,32,42,1058,0,C_fire
703,27,35,206240,268975,1852,34,40,1116,1,C_fire
760,27,36,206468,270560,1967,34,41,1128,1,C_fire
821,26,35,206818,272410,2152,37,42,1179,1,C_fire
872,26,35,207436,274975,2291,36,43,1193,1,C_fire
933,27,37,208180,276588,2478,39,43,1214,1,C_fire
974,27,37,208442,277637,2592,39,42,1253,1,C_fire
1066,30,37,208568,279110,2701,40,42,1275,1,C_fire
1127,28,38,209372,282058,2882,41,43,1331,1,C_fire
1263,31,39,210080,284885,3073,43,43,1350,1,C_fire
1350,30,38,210614,286946,3253,44,42,1400,1,C_fire
1327,30,40,210896,287313,3333,44,44,1423,1,C_fire
1421,32,40,211449,289536,3491,44,44,1435,1,C_fire
1521,33,41,212109,292861,3725,46,42,1474,1,C_fire
1617,32,42,212468,294123,3809,46,45,1502,1,C_fire
1675,33,42,213205,296519,4016,46,44,1532,1,C_fire
1732,34,43,213417,297334,4092,49,45,1554,1,C_fire
1805,33,44,213657,299128,4247,50,45,1575,1,C_fire
1834,34,43,214280,301287,4383,49,44,1643,1,C_fire
1897,34,43,214622,303211,4491,51,43,1657,1,C_fire
1918,34,45,214884,303725,4535,50,43,1665,1,C_fire
1998,34,44,215192,305408,4702,52,43,1689,1,C_fire
1998,35,44,215568,306615,4836,52,44,1719,1,C_fire
1991,36,44,215563,306262,4809,54,45,1720,1,C_fire
1994,36,46,215551,307712,4846,55,46,1708,1,C_fire
2093,35,46,216430,309379,5009,54,45,1766,1,C_fire
2073,37,47,215991,308597,4945,55,46,1730,1,C_fire
2093,37,46,216324,310542,5082,56,46,1767,1,C_fire
2149,36,45,216958,311648,5162,56,45,1780,1,C_fire
2050,36,47,216321,309462,5015,54,45,1772,1,C_fire
2137,37,46,217053,312170,5264,56,46,1790,1,C_fire
71,21,32,201786,251342,456,25,40,823,0,K_fire
55,23,32,201859,251447,469,25,39,805,0,K_fire
68,23,32,201597,251324,487,25,39,808,0,K_fire
86,23,31,201885,251000,450,25,40,830,0,K_fire
88,23,31,201667,251226,459,26,41,836,0,K_fire
55,21,31,201670,251427,480,25,40,805,0,K_fire
123,21,30,201733,251623,489,25,41,833,0,K_fire
94,22,31,201885,252403,536,25,40,846,0,K_fire
165,22,30,202076,252386,578,26,39,833,0,K_fire
173,23,31,201999,253679,649,26,41,832,0,K_fire
213,22,31,202322,254366,721,28,41,868,0,K_fire
198,24,32,202864,255775,803,26,41,872,0,K_fire
291,23,32,202812,256350,905,27,40,911,0,K_fire
340,23,33,203414,258179,1039,28,41,904,0,K_fire
370,24,33,203601,259797,1148,28,40,926,0,K_fire
407,25,33,204271,261102,1242,30,39,945,0,K_fire
463,24,33,204448,263049,1409,31,40,978,0,K_fire
585,23,34,205147,265138,1540,31,41,1011,0,K_fire
604,26,34,205481,266151,1684,34,41,1016,0,K_fire
666,25,36,205780,268222,1778,34,40,1068,0,K_fire
740,26,35,206499,270858,2004,35,42,1080,0,K_fire
796,25,36,207006,272046,2096,35,41,1092,0,K_fire
902,25,38,207295,274488,2304,37,40,1131,0,K_fire
1013,28,37,208043,276790,2488,39,42,1171,0,K_fire
1077,26,38,208477,279948,2692,40,42,1195,0,K_fire
1146,26,37,208940,280822,2815,39,42,1214,1,K_fire
1238,28,39,209724,283536,3019,41,42,1279,1,K_fire
1318,28,38,210129,286763,3218,43,43,1307,1,K_fire
1345,30,39,210657,287185,3287,44,41,1303,1,K_fire
1420,30,41,211192,289464,3457,44,43,1371,1,K_fire
1516,30,40,211492,292076,3647,46,41,1384,1,K_fire
1601,29,41,212355,295135,3911,46,43,1447,1,K_fire
1648,30,43,212619,295914,3983,48,42,1453,1,K_fire
1780,30,43,213376,299310,4255,48,43,1477,1,K_fire
1800,32,43,213584,299935,4292,49,42,1503,1,K_fire
1839,32,44,214234,301999,4420,49,43,1528,1,K_fire
1946,32,43,215102,305186,4703,50,41,1585,1,K_fire
1936,32,44,215070,305658,4717,53,42,1568,1,K_fire
1976,31,46,215472,306884,4833,52,42,1598,1,K_fire
2008,33,44,215606,308540,4927,54,44,1596,1,K_fire
2164,32,46,216576,312628,5246,54,43,1662,1,K_fire
2117,33,46,216692,312531,5265,56,43,1672,1,K_fire
2179,32,47,217392,315192,5454,55,42,1710,1,K_fire
2146,32,46,216806,313026,5308,55,43,1688,1,K_fire
2282,34,47,217945,316838,5594,57,44,1738,1,K_fire
2223,35,47,217418,316168,5541,56,42,1709,1,K_fire
2209,35,48,217516,315640,5526,57,42,1738,1,K_fire
2195,33,48,217711,316368,5540,57,44,1728,1,K_fire
2209,33,47,217578,316286,5571,58,42,1719,1,K_fire
2266,33,46,218157,318240,5693,59,43,1766,1,K_fire
79,21,29,201688,251000,463,26,41,805,0,B_fire
72,22,30,201477,251000,454,25,40,819,0,B_fire
78,23,31,201522,251471,451,26,40,805,0,B_fire
90,22,31,201820,251047,492,25,41,805,0,B_fire
92,23,29,201408,251000,476,25,39,809,0,B_fire
86,21,31,201663,251000,490,25,41,819,0,B_fire
80,22,30,201613,251447,513,25,40,825,0,B_fire
68,22,30,201779,251768,538,26,41,809,0,B_fire
113,23,31,202009,252120,575,27,40,841,0,B_fire
131,23,30,202207,253281,616,25,41,836,0,B_fire
132,24,30,202163,253740,658,26,39,832,0,B_fire
157,24,31,202327,254898,751,27,42,844,0,B_fire
199,22,31,202484,256042,834,27,41,880,0,B_fire
262,23,31,202697,257048,921,28,41,882,0,B_fire
278,24,31,203244,258636,1020,29,42,890,0,B_fire
307,25,33,203503,259209,1101,29,40,922,0,B_fire
401,24,33,203651,261426,1231,30,41,914,0,B_fire
411,26,32,203900,262558,1298,29,43,943,0,B_fire
510,27,33,204596,264847,1430,31,42,983,0,B_fire
523,26,34,204876,265649,1525,30,43,998,0,B_fire
631,27,35,205051,268036,1672,31,41,989,0,B_fire
677,27,35,205269,269765,1829,34,43,1021,0,B_fire
718,28,36,206015,271671,1969,32,43,1031,0,B_fire
785,28,36,206442,273544,2070,33,44,1052,0,B_fire
864,29,36,206674,275253,2243,36,43,1108,0,B_fire
878,30,38,206852,276310,2323,35,45,1107,0,B_fire
1003,31,37,207546,279668,2531,37,45,1125,0,B_fire
1057,32,39,207977,281227,2621,36,43,1148,1,B_fire
1037,31,39,208203,281544,2681,39,45,1169,1,B_fire
1112,31,40,208407,284325,2892,38,46,1192,1,B_fire
1218,33,40,209063,286792,3082,41,46,1222,1,B_fire
1241,34,42,209330,287794,3119,40,45,1222,1,B_fire
1356,34,41,210082,290592,3357,40,45,1282,1,B_fire
1409,33,42,210306,292594,3478,41,45,1293,1,B_fire
1421,36,43,210594,294199,3580,43,47,1305,1,B_fire
1475,36,44,210980,295566,3702,44,47,1333,1,B_fire
1497,36,43,211220,296760,3788,43,46,1360,1,B_fire
1530,35,45,211489,298214,3880,44,48,1378,1,B_fire
1556,35,43,211619,298930,3990,45,46,1366,1,B_fire
1634,36,45,212404,301391,4155,47,46,1411,1,B_fire
1682,36,44,212606,302335,4216,48,47,1393,1,B_fire
1736,39,47,212837,304340,4381,46,48,1418,1,B_fire
1715,37,47,212743,303905,4363,47,46,1443,1,B_fire
1722,39,45,213056,305451,4417,47,48,1456,1,B_fire
1740,37,45,213319,306810,4518,48,47,1458,1,B_fire
1787,40,46,213365,307190,4540,47,49,1472,1,B_fire
1763,40,47,213470,307390,4581,50,48,1481,1,B_fire
1783,40,46,213380,306799,4537,48,48,1457,1,B_fire
1785,38,47,213446,307750,4573,50,48,1467,1,B_fire
1858,39,47,213766,308927,4675,49,48,1495,1,B_fire
102,23,30,201596,251466,495,26,41,840,0,C_fire
69,22,30,201658,251663,452,25,40,826,0,C_fire
55,21,29,201503,251016,470,25,41,839,0,C_fire
55,22,31,201689,251198,475,26,39,820,0,C_fire
77,21,30,201466,251167,470,26,39,812,0,C_fire
110,21,31,201630,251551,498,26,39,805,0,C_fire
96,23,31,201954,251496,519,26,41,845,0,C_fire
84,23,31,202030,252403,516,25,39,841,0,C_fire
123,21,30,202075,252422,610,27,40,853,0,C_fire
156,22,29,202075,253253,652,26,41,862,0,C_fire
189,24,30,202626,254101,693,25,39,866,0,C_fire
205,24,31,202612,255705,797,27,39,894,0,C_fire
225,22,30,202924,256772,889,28,41,903,0,C_fire
301,23,31,203101,257402,979,29,42,916,0,C_fire
353,23,31,203413,258810,1092,29,42,934,0,C_fire
385,23,31,203968,260786,1214,30,42,992,0,C_fire
441,24,33,204267,261867,1343,30,41,979,0,C_fire
508,24,34,204831,263881,1452,30,40,1002,0,C_fire
573,26,33,205289,264862,1563,31,40,1046,0,C_fire
669,24,34,205894,267832,1736,33,42,1102,0,C_fire
695,25,35,206414,269110,1889,33,41,1113,1,C_fire
778,26,35,206966,271954,2070,33,41,1132,1,C_fire
837,26,36,207136,273291,2193,36,41,1184,1,C_fire
930,25,34,207635,275275,2319,36,42,1198,1,C_fire
953,28,35,208161,276935,2479,35,43,1248,1,C_fire
1028,28,37,208451,278565,2645,37,42,1260,1,C_fire
1173,26,37,209153,281597,2847,37,41,1295,1,C_fire
1238,28,37,209878,283763,3000,40,43,1357,1,C_fire
1225,29,36,210019,284372,3098,39,44,1343,1,C_fire
1380,27,37,210847,288016,3351,42,43,1402,1,C_fire
1379,30,39,210926,288845,3426,41,42,1428,1,C_fire
1487,28,39,211832,292296,3674,44,43,1489,1,C_fire
1562,28,38,212010,292499,3729,43,42,1471,1,C_fire
1650,30,38,212980,296504,3961,43,43,1523,1,C_fire
1689,29,40,213109,297287,4067,45,45,1565,1,C_fire
1779,30,40,213579,299586,4281,47,44,1583,1,C_fire
1806,30,39,214365,301416,4424,46,43,1628,1,C_fire
1864,32,41,214506,302979,4528,48,45,1657,1,C_fire
1904,32,41,214653,303333,4557,49,43,1655,1,C_fire
1856,32,40,214688,303703,4602,50,45,1653,1,C_fire
1997,32,41,215993,307425,4866,48,43,1726,1,C_fire
1964,31,43,215900,308210,4906,50,46,1734,1,C_fire
2008,33,43,215763,307721,4865,50,44,1711,1,C_fire
2119,33,43,216822,311553,5160,51,45,1765,1,C_fire
2101,33,43,217116,312740,5236,52,45,1791,1,C_fire
2074,34,42,216597,312055,5203,52,46,1787,1,C_fire
2060,34,42,216616,310885,5112,52,44,1787,1,C_fire
2101,34,44,217033,312742,5249,51,44,1802,1,C_fire
2104,32,42,217001,312539,5225,53,45,1817,1,C_fire
2132,33,42,217170,312323,5240,51,44,1791,1,C_fire
85,22,31,201564,251000,450,26,40,805,0,A_fire
55,23,30,201242,251300,450,25,41,826,0,A_fire
55,23,29,201416,251218,473,25,39,805,0,A_fire
55,21,31,201509,251125,473,25,40,809,0,A_fire
55,21,30,201381,251483,450,25,39,806,0,A_fire
90,22,29,201568,251245,450,25,40,805,0,A_fire
86,23,30,201614,251393,481,26,41,822,0,A_fire
119,21,30,201564,252001,521,25,41,827,0,A_fire
127,22,31,201875,252793,593,27,39,820,0,A_fire
139,22,29,202103,253784,638,26,41,826,0,A_fire
167,22,32,202083,254487,743,25,39,848,0,A_fire
246,23,32,202481,255824,810,26,41,851,0,A_fire
267,24,31,202515,256943,948,27,40,883,0,A_fire
331,24,32,203066,257849,1021,28,40,889,0,A_fire
380,25,33,203452,259978,1200,28,41,902,0,A_fire
413,25,33,203526,261169,1291,31,41,947,0,A_fire
519,26,32,203764,263226,1432,30,42,961,0,A_fire
585,25,33,204129,264674,1585,30,42,983,0,A_fire
663,25,33,204914,266490,1762,33,41,1004,0,A_fire
739,25,34,205221,268778,1918,32,41,1016,0,A_fire
780,25,35,205481,270722,2027,33,41,1028,0,A_fire
881,28,36,205880,273367,2220,34,41,1054,0,A_fire
984,26,34,206611,275434,2414,35,42,1108,0,A_fire
1042,28,35,206892,277003,2586,38,43,1107,0,A_fire
1173,27,35,207134,279432,2782,38,41,1158,0,A_fire
1201,30,36,207784,281199,2898,40,43,1176,0,A_fire
1296,28,38,208226,283468,3127,40,41,1180,0,A_fire
1380,30,37,208638,286186,3300,42,41,1227,1,A_fire
1439,31,37,209088,287566,3447,43,43,1230,1,A_fire
1605,32,37,209918,291202,3748,43,43,1295,1,A_fire
1607,30,38,209956,292906,3848,44,41,1283,1,A_fire
1764,32,38,210749,295730,4122,43,42,1338,1,A_fire
1804,33,39,210981,298119,4257,45,43,1351,1,A_fire
1812,32,40,211063,297810,4263,46,44,1371,1,A_fire
1899,33,40,211569,300678,4474,47,43,1400,1,A_fire
2015,33,40,212439,303068,4690,49,42,1426,1,A_fire
2075,35,42,212860,305424,4856,48,42,1443,1,A_fire
2066,34,42,212582,305850,4903,49,44,1464,1,A_fire
2239,36,41,213625,309597,5194,52,43,1481,1,A_fire
2263,35,41,213812,311945,5378,51,43,1520,1,A_fire
2263,35,42,213692,310071,5249,52,43,1497,1,A_fire
2375,37,42,214486,313928,5557,54,43,1544,1,A_fire
2394,36,44,214633,315405,5673,52,44,1555,1,A_fire
2406,36,43,214763,315198,5633,54,44,1556,1,A_fire
2413,36,44,214846,315814,5738,53,44,1570,1,A_fire
2420,36,43,215020,316219,5769,54,45,1580,1,A_fire
2510,36,45,215497,318357,5904,55,44,1613,1,A_fire
2541,36,45,215731,318837,6011,56,44,1604,1,A_fire
2540,37,43,215453,319951,6049,55,45,1611,1,A_fire
2455,38,45,215347,317695,5871,56,44,1597,1,A_fire
49,22,31,201026,251045,433,26,39,791,0,normal
48,21,31,201110,251026,440,27,39,790,0,normal
50,20,30,201090,251029,434,26,39,792,0,normal
47,20,31,201109,250973,436,26,39,790,0,normal
46,22,31,201069,251051,435,26,39,801,0,normal
48,21,31,200911,251145,433,26,40,796,0,normal
48,22,30,200949,250977,437,26,40,793,0,normal
50,21,30,200919,251190,444,26,40,797,0,normal
49,20,32,201125,251169,446,26,39,803,0,normal
51,20,31,201010,251169,437,26,40,801,0,normal
50,22,32,200957,251186,441,26,39,794,0,normal
49,21,31,201037,251154,446,26,40,805,0,normal
50,21,30,201037,251256,448,26,39,806,0,normal
51,20,32,200967,251079,439,26,40,797,0,normal
50,20,31,201023,251230,440,27,40,804,0,normal
49,21,31,201132,251267,450,26,39,799,0,normal
50,21,32,201246,251253,444,26,39,800,0,normal
49,21,30,201129,251152,447,27,39,803,0,normal
51,21,32,201274,251227,452,26,39,810,0,normal
50,20,31,201293,251304,450,26,40,807,0,normal
50,22,32,201332,251288,443,26,40,806,0,normal
50,22,30,201110,251337,452,26,40,811,0,normal
51,22,32,201366,251293,447,26,39,807,0,normal
53,21,32,201303,251263,450,27,39,807,0,normal
53,21,32,201374,251357,455,26,39,809,0,normal
53,20,31,201413,251266,458,27,40,816,0,normal
53,21,30,201300,251285,449,26,39,808,0,normal
54,22,31,201426,251228,450,26,40,807,0,normal
55,21,30,201298,251294,454,27,40,807,0,normal
51,22,30,201513,251384,457,26,39,808,0,normal
51,21,30,201491,251244,452,26,40,810,0,normal
55,20,30,201360,251337,456,27,41,810,0,normal
56,21,30,201539,251338,456,26,41,817,0,normal
52,23,30,201614,251266,461,26,40,814,0,normal
56,21,31,201619,251400,457,26,41,821,0,normal
56,23,31,201600,251256,460,25,41,820,0,normal
52,22,30,201693,251371,459,25,40,823,0,normal
